ari_before,ari_after,nmi_before,nmi_after,mu_lfr,seed,budget,evaluator
0.48038561498566335,0.44184519229004804,0.6824499080545483,0.6415781376756536,0.3,0,0.05,CPM_0.1
0.8643099014225959,0.8430456145517785,0.8644713070233475,0.8425819362053067,0.3,1,0.01,Q
0.8197208919975945,0.8006585083071308,0.8339586693444274,0.8123251083821305,0.3,1,0.01,CPM_0.05
0.5142860164664332,0.4997316256979085,0.6698333447613863,0.6545413949056699,0.3,1,0.01,CPM_0.1
0.8643099014225959,0.870009010643177,0.8644713070233475,0.8666383396864427,0.3,1,0.03,Q
0.8197208919975945,0.8046790642096731,0.8339586693444274,0.8246997830606807,0.3,1,0.03,CPM_0.05
0.5142860164664332,0.5202686511613466,0.6698333447613863,0.667203549378884,0.3,1,0.03,CPM_0.1
0.8643099014225959,0.8451011755436264,0.8644713070233475,0.842798264035304,0.3,1,0.05,Q
0.8197208919975945,0.812912408868325,0.8339586693444274,0.8120132640678871,0.3,1,0.05,CPM_0.05
0.5142860164664332,0.502075309024958,0.6698333447613863,0.6487248765406617,0.3,1,0.05,CPM_0.1
0.7885834782007022,0.8127062678445568,0.8060361730491783,0.8248164885796692,0.3,2,0.01,Q
0.5918451442424709,0.5631246356601651,0.7132503604489703,0.6944843728741097,0.3,2,0.01,CPM_0.05
0.2580503303594883,0.24682568275835512,0.5440934640841801,0.5162176839651204,0.3,2,0.01,CPM_0.1
0.7885834782007022,0.7002622745562853,0.8060361730491783,0.726683381109557,0.3,2,0.03,Q
0.5918451442424709,0.52502632991455,0.7132503604489703,0.6475448496253647,0.3,2,0.03,CPM_0.05
0.2580503303594883,0.2584085697511043,0.5440934640841801,0.5394993593317737,0.3,2,0.03,CPM_0.1
0.7885834782007022,0.6838062261885202,0.8060361730491783,0.714397700877146,0.3,2,0.05,Q
0.5918451442424709,0.5147994670567102,0.7132503604489703,0.6428363897894616,0.3,2,0.05,CPM_0.05
0.2580503303594883,0.23824068214147828,0.5440934640841801,0.5192624191466269,0.3,2,0.05,CPM_0.1
0.9209041490932226,0.9035168078055427,0.9169247950018838,0.9023820032740851,0.3,3,0.01,Q
0.6733497144657892,0.6175655598072403,0.7294170475411125,0.7116487185833635,0.3,3,0.01,CPM_0.05
0.3240827550328133,0.33480836564457733,0.5914533824589288,0.5754374538227665,0.3,3,0.01,CPM_0.1
0.9209041490932226,0.9007444944977029,0.9169247950018838,0.8976056900759584,0.3,3,0.03,Q
0.6733497144657892,0.5967293365090423,0.7294170475411125,0.6881587568002295,0.3,3,0.03,CPM_0.05
0.3240827550328133,0.32287816534580277,0.5914533824589288,0.5785102244354855,0.3,3,0.03,CPM_0.1
0.9209041490932226,0.7468498221627221,0.9169247950018838,0.7701940332943997,0.3,3,0.05,Q
0.6733497144657892,0.6147308029885594,0.7294170475411125,0.7061803941199272,0.3,3,0.05,CPM_0.05
